date,title,year,rating,rewatch,liked,reviewed,url,reviewUrl,slug,filmUid,lid
2024-10-08,Smile,2022,2,0,0,0,https://letterboxd.com/nichtlegacy/film/smile-2022/,,smile-2022,film:793883,xjfE
2024-10-04,The Sitter,2011,4,0,0,0,https://letterboxd.com/nichtlegacy/film/the-sitter/,,the-sitter,film:8732,mIo
2024-10-03,Deadpool & Wolverine,2024,4,0,0,0,https://letterboxd.com/nichtlegacy/film/deadpool-wolverine/,,deadpool-wolverine,film:462870,jq8s
2024-09-27,Kick-Ass,2010,3.5,0,0,0,https://letterboxd.com/nichtlegacy/film/kick-ass/,,kick-ass,film:37354,1zaQ
2024-09-26,Neighbors 2: Sorority Rising,2016,3,0,0,0,https://letterboxd.com/nichtlegacy/film/neighbors-2-sorority-rising/,,neighbors-2-sorority-rising,film:252216,aA80
2024-09-25,Neighbors,2014,3.5,0,0,0,https://letterboxd.com/nichtlegacy/film/neighbors-2014/,,neighbors-2014,film:140512,5Txe
2024-09-22,Smiley Face,2007,4,1,1,0,https://letterboxd.com/nichtlegacy/film/smiley-face/1/,,smiley-face,film:44082,1QG0
2024-09-21,Pulp Fiction,1994,4,0,1,0,https://letterboxd.com/nichtlegacy/film/pulp-fiction/,,pulp-fiction,film:51444,29Pq
2024-09-19,Incoming,2024,3,0,0,0,https://letterboxd.com/nichtlegacy/film/incoming-2024/,,incoming-2024,film:908689,C7UK
2024-09-17,Late Night with the Devil,2023,4,0,1,0,https://letterboxd.com/nichtlegacy/film/late-night-with-the-devil/,,late-night-with-the-devil,film:843415,zo6G
2024-09-12,New Kids Turbo,2010,4,0,0,0,https://letterboxd.com/nichtlegacy/film/new-kids-turbo/,,new-kids-turbo,film:18828,MYM
2024-09-12,Furiosa: A Mad Max Saga,2024,4,0,1,0,https://letterboxd.com/nichtlegacy/film/furiosa-a-mad-max-saga/,,furiosa-a-mad-max-saga,film:705221,tABk
2024-09-07,Despicable Me 4,2024,4,0,0,0,https://letterboxd.com/nichtlegacy/film/despicable-me-4/,,despicable-me-4,film:448506,iOLG
2024-09-07,Adventureland,2009,3.5,0,0,0,https://letterboxd.com/nichtlegacy/film/adventureland/,,adventureland,film:41477,1JTQ
2024-09-02,Cats & Dogs,2001,4,0,0,0,https://letterboxd.com/nichtlegacy/film/cats-dogs/,,cats-dogs,film:45709,1UUq
2024-08-30,The World's End,2013,4,0,0,0,https://letterboxd.com/nichtlegacy/film/the-worlds-end/,,the-worlds-end,film:86991,3EiO
2024-08-28,Evil Bong,2006,3,0,0,0,https://letterboxd.com/nichtlegacy/film/evil-bong/,,evil-bong,film:46558,1X7m
2024-08-24,21 Jump Street,2012,4,0,0,0,https://letterboxd.com/nichtlegacy/film/21-jump-street/,,21-jump-street,film:279,J0
2024-08-17,Going in Style,2017,3.5,0,0,0,https://letterboxd.com/nichtlegacy/film/going-in-style-2017/,,going-in-style-2017,film:283209,bSKS
2024-05-22,Cars 3,2017,3,0,0,0,https://letterboxd.com/nichtlegacy/film/cars-3/,,cars-3,film:184062,7IPq
2024-05-20,The Man from Earth,2007,5,0,1,0,https://letterboxd.com/nichtlegacy/film/the-man-from-earth/,,the-man-from-earth,film:43952,1Ql2
2024-05-18,Cars 2,2011,4,0,0,0,https://letterboxd.com/nichtlegacy/film/cars-2/,,cars-2,film:16560,H4Y
2024-05-15,Godzilla × Kong: The New Empire,2024,4,0,0,0,https://letterboxd.com/nichtlegacy/film/godzilla-kong-the-new-empire/,,godzilla-kong-the-new-empire,film:739522,v1PK
2024-05-13,Argylle,2024,3,0,0,0,https://letterboxd.com/nichtlegacy/film/argylle/,,argylle,film:763160,w1kk
2024-05-05,Angels & Demons,2009,4,0,0,0,https://letterboxd.com/nichtlegacy/film/angels-demons/,,angels-demons,film:43882,1Q9K
2024-05-04,Star Wars,1977,5,1,1,0,https://letterboxd.com/nichtlegacy/film/star-wars/,,star-wars,film:2706,72s
2024-05-03,The Da Vinci Code,2006,4,0,1,0,https://letterboxd.com/nichtlegacy/film/the-da-vinci-code/,,the-da-vinci-code,film:51530,2a3i
2024-05-02,Family Guy Presents: It's a Trap!,2010,4,0,0,0,https://letterboxd.com/nichtlegacy/film/family-guy-presents-its-a-trap/,,family-guy-presents-its-a-trap,film:202609,8v4S
2024-05-02,"Family Guy Presents: Something, Something, Something, Dark Side",2009,4,0,0,0,https://letterboxd.com/nichtlegacy/film/family-guy-presents-something-something-something-dark-side/,,family-guy-presents-something-something-something-dark-side,film:552318,naPy
2024-05-02,Family Guy Presents: Blue Harvest,2007,4,0,0,0,https://letterboxd.com/nichtlegacy/film/family-guy-presents-blue-harvest/,,family-guy-presents-blue-harvest,film:579105,oiw2
2024-05-01,The Big Lebowski,1998,4.5,0,1,0,https://letterboxd.com/nichtlegacy/film/the-big-lebowski/,,the-big-lebowski,film:51935,2b6C
2024-05-01,The Family Plan,2023,3,0,0,0,https://letterboxd.com/nichtlegacy/film/the-family-plan/,,the-family-plan,film:928117,CWsi
2024-04-30,Ted 2,2015,4,0,0,0,https://letterboxd.com/nichtlegacy/film/ted-2/,,ted-2,film:152464,6oCY
2024-04-29,Deadpool 2,2018,3.5,0,0,0,https://letterboxd.com/nichtlegacy/film/deadpool-2/,,deadpool-2,film:318195,dlLM
2024-04-28,The Founder,2016,3,0,0,0,https://letterboxd.com/nichtlegacy/film/the-founder/,,the-founder,film:237378,9XwM
2024-04-28,The Rock,1996,3,0,0,0,https://letterboxd.com/nichtlegacy/film/the-rock/,,the-rock,film:46810,1XM0
2024-04-27,Deadpool,2016,4,1,0,0,https://letterboxd.com/nichtlegacy/film/deadpool/,,deadpool,film:220575,9fOC
2024-04-26,Bullyparade: The Movie,2017,3.5,0,0,0,https://letterboxd.com/nichtlegacy/film/bullyparade-the-movie/,,bullyparade-the-movie,film:328068,dLsc
2024-04-26,Smiley Face,2007,4,0,1,0,https://letterboxd.com/nichtlegacy/film/smiley-face/,,smiley-face,film:44082,1QG0
2024-04-26,Jackass 4.5,2022,4,1,0,0,https://letterboxd.com/nichtlegacy/film/jackass-45/,,jackass-45,film:744926,vfTm
2024-04-26,Ted,2012,4,1,1,0,https://letterboxd.com/nichtlegacy/film/ted/,,ted,film:57376,2pgc
2024-04-23,The Hangover Part II,2011,3.5,0,0,0,https://letterboxd.com/nichtlegacy/film/the-hangover-part-ii/,,the-hangover-part-ii,film:19987,PZI
2024-04-22,The Prestige,2006,4.5,0,1,0,https://letterboxd.com/nichtlegacy/film/the-prestige/,,the-prestige,film:51147,293w
2024-04-22,The 40 Year Old Virgin,2005,3,0,0,0,https://letterboxd.com/nichtlegacy/film/the-40-year-old-virgin/,,the-40-year-old-virgin,film:48160,21hK
2024-04-21,The Beekeeper,2024,3.5,0,0,0,https://letterboxd.com/nichtlegacy/film/the-beekeeper-2024/,,the-beekeeper-2024,film:780170,wJzS
2024-04-19,Guardians of the Galaxy Vol. 3,2023,4.5,0,1,0,https://letterboxd.com/nichtlegacy/film/guardians-of-the-galaxy-vol-3/,,guardians-of-the-galaxy-vol-3,film:379711,fVNI
2024-04-18,Anyone But You,2023,2.5,0,0,0,https://letterboxd.com/nichtlegacy/film/anyone-but-you/,,anyone-but-you,film:966990,EzA8
2024-04-14,Guardians of the Galaxy Vol. 2,2017,4,0,0,0,https://letterboxd.com/nichtlegacy/film/guardians-of-the-galaxy-vol-2/,,guardians-of-the-galaxy-vol-2,film:209322,8MxC
2024-04-12,Sherlock Holmes,2009,3.5,0,0,0,https://letterboxd.com/nichtlegacy/film/sherlock-holmes-2009/,,sherlock-holmes-2009,film:46144,1W2A
2024-04-07,Guardians of the Galaxy,2014,4,1,1,0,https://letterboxd.com/nichtlegacy/film/guardians-of-the-galaxy/,,guardians-of-the-galaxy,film:93676,3VH2
2024-04-06,57 Seconds,2023,3,0,0,0,https://letterboxd.com/nichtlegacy/film/57-seconds/,,57-seconds,film:842220,zkZW
2024-04-02,The Hangover,2009,4,1,1,0,https://letterboxd.com/nichtlegacy/film/the-hangover/,,the-hangover,film:40100,1GjK
2024-03-31,Ricky Stanicky,2024,3.5,0,0,0,https://letterboxd.com/nichtlegacy/film/ricky-stanicky/,,ricky-stanicky,film:921527,CFjo
2024-03-29,I Now Pronounce You Chuck & Larry,2007,4,0,0,0,https://letterboxd.com/nichtlegacy/film/i-now-pronounce-you-chuck-larry/,,i-now-pronounce-you-chuck-larry,film:49666,25cE
2024-03-28,Superbad,2007,4.5,1,1,0,https://letterboxd.com/nichtlegacy/film/superbad/,,superbad,film:47776,20hO
2024-03-27,No Country for Old Men,2007,3.5,0,0,0,https://letterboxd.com/nichtlegacy/film/no-country-for-old-men/,,no-country-for-old-men,film:48140,21ew
2024-03-24,Road House,2024,3.5,0,0,0,https://letterboxd.com/nichtlegacy/film/road-house-2024/,,road-house-2024,film:291213,cdzQ
2024-03-23,Dune: Part Two,2024,4.5,0,1,0,https://letterboxd.com/nichtlegacy/film/dune-part-two/,,dune-part-two,film:617443,pUfA
2024-03-20,Ready Player One,2018,5,1,1,0,https://letterboxd.com/nichtlegacy/film/ready-player-one/,,ready-player-one,film:261866,aZes
2024-02-22,Dune,2021,4.5,0,1,0,https://letterboxd.com/nichtlegacy/film/dune-2021/,,dune-2021,film:371378,fA7G
